Water Control Zone,Station,Dates,Sample No,Depth,Volatile Suspended Solids mg_L,Unionised Ammonia mg_L,Turbidity NTU,Total Phosphorus mg_L,Total Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Inorganic Nitrogen mg_L,Temperature C,Suspended Solids mg_L,Silica mg_L,Secchi Disc Depth M,Salinity psu,Phaeo-pigments ug_L,pH,Orthophosphate Phosphorus mg_L,Nitrite Nitrogen mg_L,Nitrate Nitrogen mg_L,Faecal Coliforms cfu_100mL,E. coli cfu_100mL,Dissolved Oxygen mg_L,Dissolved Oxygen per_saturation,Chlorophyll-a ug_L,Ammonia Nitrogen mg_L,5-day Biochemical Oxygen Demand mg_L
Deep Bay,DM2,2016-03-16,1,Surface Water,3.7,0.006,13.8,0.2,2.88,1.4,2.48,15.7,19,6.7,1.0,17.5,4.1,7.4,0.14,0.18,1.3,1300,980,5.7,64.0,11,1,2.2
Deep Bay,DM2,2016-04-13,1,Surface Water,9.2,0.009,47.5,0.29,3.76,2.9,2.86,22.6,78,7.9,1.0,8.9,7.1,7.0,0.17,0.15,0.71,45000,29000,2.8,34.0,1.3,2,5.4
Deep Bay,DM2,2016-05-12,1,Surface Water,3.3,0.006,17.3,0.33,2.84,2,2.04,27.3,26,10,1.0,8.4,2.4,6.9,0.3,0.16,0.68,5700,3200,3.4,45.0,1.4,1.2,1.3
Deep Bay,DM2,2016-06-03,1,Surface Water,14,0.016,63.6,0.41,4.28,2.7,2.68,31.5,110,14,1.1,5.6,7.8,7.2,0.33,1,0.58,3200,1200,4.2,59.0,2.6,1.1,4.4
Deep Bay,DM2,2016-07-13,1,Surface Water,17,0.009,84.7,0.86,7.11,7.1,2.61,28.0,110,14,1.0,0.3,7.6,6.7,0.32,<0.002,0.011,1300000,690000,3.6,46.0,4.8,2.6,11
Deep Bay,DM2,2016-08-03,1,Surface Water,4.1,0.016,40.3,0.3,4.3,3.6,2.4,27.2,27,9.4,1.5,2.7,5.4,7.2,0.15,0.26,0.44,37000,9500,5.9,76.0,2.8,1.7,1.5
Deep Bay,DM2,2016-09-01,1,Surface Water,2,0.012,24.5,0.39,2.45,1.6,1.59,30.6,12,8.6,1.4,12.1,4,7.3,0.21,0.26,0.59,2300,750,6.3,90.0,5.4,0.74,2
Deep Bay,DM2,2016-10-08,1,Surface Water,7.4,0.012,19.7,0.38,4.22,2.9,3.02,29.2,41,15,1.3,10.2,7,7.0,0.27,0.48,0.84,13000,7000,3.9,53.0,19,1.7,4.6
Deep Bay,DM2,2016-11-02,1,Surface Water,10,0.007,52.6,0.36,2.51,1.2,2.28,25.2,87,6.3,1.5,17.9,3.6,7.1,0.17,0.36,0.95,2400,900,7.4,100.0,4.9,0.97,2.8
Deep Bay,DM2,2016-12-03,1,Surface Water,2.3,0.021,9.1,0.27,3.19,1.9,2.89,21.0,13,7.8,1.0,19.7,0.3,7.6,0.2,0.33,0.96,1600,600,4.9,62.0,2.1,1.6,1.5
Deep Bay,DM2,2017-01-07,1,Surface Water,6.2,0.023,17.5,0.44,5.66,4.8,3.56,22.5,31,6.6,1.0,13.1,7.7,7.3,0.23,0.38,0.48,24000,15000,4.2,52.0,22,2.7,4.6
Deep Bay,DM2,2017-02-01,1,Surface Water,5.4,0.005,40.2,0.26,2.6,1.2,2.18,19.2,44,4.9,1.0,22.2,5,7.3,0.16,0.2,1.2,920,630,5.1,62.0,9,0.78,2.4
Deep Bay,DM2,2017-03-06,1,Surface Water,5.2,0.012,13.4,0.26,2.64,1.3,2.15,20.7,34,4.6,1.5,17.9,6.1,7.6,0.13,0.24,1.1,970,620,6.8,85.0,20,0.81,3
Deep Bay,DM2,2017-04-08,1,Surface Water,6.7,0.012,18.4,0.24,3.55,1.9,3.05,24.3,31,6.6,1.5,16.9,8.1,7.2,0.19,0.25,1.4,1200,700,5.6,74.0,25,1.4,5.3
Deep Bay,DM2,2017-05-10,1,Surface Water,8.7,0.037,22.7,0.28,2.63,1.7,1.48,27.6,40,1.4,0.3,14.5,24,8.0,0.13,0.2,0.73,4400,1300,7.6,105.0,100,0.55,5.8
Deep Bay,DM2,2017-06-07,1,Surface Water,6,0.035,14.6,0.44,3.68,2.4,2.58,31.9,25,10,1.0,10.8,5.7,7.5,0.34,0.47,0.81,630,230,4.9,70.0,7,1.3,3.9
Deep Bay,DM2,2017-07-10,1,Surface Water,4,0.027,16.7,0.33,3.72,2.8,2.92,30.4,19,11,1.0,3.3,7.1,7.2,0.23,0.39,0.53,7200,4000,6.6,89.0,10,2,2
Deep Bay,DM2,2017-08-11,1,Surface Water,4.5,0.017,18.2,0.27,2.85,1.5,2.23,30.9,32,5.9,1.5,8.7,5.4,7.3,0.18,0.7,0.65,850,490,4.1,57.0,12,0.88,2.6
Deep Bay,DM2,2017-09-08,1,Surface Water,2.8,0.007,15.7,0.26,2.45,1.4,2.25,29.3,24,9.8,1.0,9.6,1,6.9,0.21,0.51,0.54,4700,1800,2.6,35.0,2.9,1.2,2.7
Deep Bay,DM2,2017-10-06,1,Surface Water,2.1,0.008,13.5,0.27,2.06,0.98,1.65,30.1,11,7.3,1.5,14.4,2.9,7.2,0.24,0.41,0.67,320,100,4.9,71.0,4.6,0.57,1.6
Deep Bay,DM2,2017-11-06,1,Surface Water,3,0.005,17.3,0.19,1.56,0.58,1.35,23.3,21,2,1.5,25.0,4.5,7.5,0.15,0.16,0.82,22,14,6.0,82.0,13,0.37,1
Deep Bay,DM2,2017-12-04,1,Surface Water,4,0.006,18.0,0.23,2.11,0.82,1.95,22.1,32,3.9,1.0,25.5,3.5,7.4,0.17,0.19,1.1,350,210,5.6,74.0,5.6,0.66,1.9
Deep Bay,DM2,2018-01-03,1,Surface Water,6.8,0.004,22.6,0.18,2.2,0.58,1.93,19.4,44,3,1.6,25.3,5.5,7.6,0.1,0.12,1.5,430,250,7.1,89.0,15,0.31,2.3
Deep Bay,DM2,2018-02-22,1,Surface Water,11,0.001,30.3,0.22,2.57,0.68,2.25,19.0,68,4.7,1.1,23.4,5.3,7.0,0.11,0.094,1.8,180,150,5.2,64.0,3,0.36,2.1
Deep Bay,DM2,2018-03-01,1,Surface Water,3,<0.001,18.8,0.18,2.57,0.7,2.12,21.1,22,4.3,1.0,22.8,3.9,7.0,0.1,0.066,1.8,310,150,5.7,73.0,4.5,0.25,1.8
Deep Bay,DM2,2018-04-11,1,Surface Water,4.5,0.004,28.3,0.18,2.25,0.68,1.78,24.3,18,3.5,1.0,20.1,8.9,7.6,0.077,0.065,1.5,160,78,6.5,88.0,9.1,0.21,3.2
Deep Bay,DM2,2018-05-09,1,Surface Water,8.1,0.009,20.8,0.23,2.88,1.3,2.33,27.0,29,2,1.5,9.7,5.8,7.3,0.14,0.18,1.4,31000,7900,7.5,99.0,6.5,0.75,2.2
Deep Bay,DM2,2018-06-15,1,Surface Water,3.1,0.004,13.0,0.2,2.57,1.2,2.12,28.4,23,7.2,0.9,10.9,3,6.9,0.19,0.55,0.82,3600,2000,2.9,40.0,4.2,0.75,1.6
Deep Bay,DM2,2018-07-04,1,Surface Water,12,0.015,66.2,0.36,3.9,1.8,3.06,29.7,92,17,1.3,4.8,8.1,7.3,0.25,1,1.1,15000,7200,4.9,66.0,2,0.96,4.2
Deep Bay,DM2,2018-08-01,1,Surface Water,4.3,0.004,23.7,0.31,2.24,0.64,1.9,31.3,27,11,1.5,11.3,4.2,7.2,0.17,0.89,0.71,190,110,3.3,47.0,2.7,0.3,2.4
Deep Bay,DM2,2018-09-10,1,Surface Water,4.2,0.006,17.5,0.2,2.65,1.1,2.14,28.6,30,11,1.1,12.0,1.2,7.2,0.08,0.55,1,2000,930,4.9,68.0,1.6,0.59,2.1
Deep Bay,DM2,2018-10-08,1,Surface Water,10,0.01,43.2,0.24,3.0,0.91,2.63,27.6,39,8.8,1.0,17.3,5.9,7.4,0.16,0.39,1.7,2100,660,3.7,52.0,7.8,0.54,2.7
Deep Bay,DM2,2018-11-07,1,Surface Water,4.8,0.005,12.2,0.19,2.19,0.57,1.98,25.9,26,5.5,1.0,22.3,2,7.5,0.15,0.12,1.5,67,18,5.1,71.0,2.8,0.36,0.9
Deep Bay,DM2,2018-12-08,1,Surface Water,5.1,0.003,22.1,0.26,2.64,0.8,2.16,21.6,46,7.4,1.0,20.0,3.1,7.3,0.2,0.14,1.7,280,140,4.7,60.0,1.6,0.32,1.4
Deep Bay,DM2,2019-01-09,1,Surface Water,5.7,0.003,12.7,0.18,2.65,0.77,2.24,18.6,32,4.8,1.0,23.0,3.1,7.4,0.13,0.079,1.8,180,140,6.1,75.0,2.4,0.36,1.2
Deep Bay,DM2,2019-02-23,1,Surface Water,13,0.003,59.5,0.31,2.67,0.97,2.05,21.7,110,4,1.0,18.7,7.3,7.3,0.14,0.095,1.6,280,100,5.1,65.0,4.5,0.35,1.7
Deep Bay,DM2,2019-03-08,1,Surface Water,8.5,0.005,20.4,0.15,2.15,0.78,1.8,20.3,45,3.8,1.1,18.7,0.9,7.6,0.13,0.073,1.3,7100,4000,5.8,72.0,0.9,0.43,0.9
Deep Bay,DM2,2019-04-24,1,Surface Water,11,0.032,29.4,0.25,3.03,1.7,2.24,28.1,48,2.7,0.9,10.0,6,7.7,0.15,0.23,1.1,2700,2100,5.5,74.0,14,0.91,2.7
Deep Bay,DM2,2019-05-23,1,Surface Water,7.3,0.008,30.7,0.2,1.91,0.6,1.49,28.1,47,1.1,1.0,13.6,6.5,7.8,0.12,0.11,1.2,3000,1100,6.0,83.0,8.4,0.18,1.5
Deep Bay,DM2,2019-06-24,1,Surface Water,5.6,0.011,30.3,0.27,2.79,0.92,2.36,30.1,37,13,1.0,5.5,4.8,7.5,0.23,0.67,1.2,170,150,5.5,75.0,2.4,0.49,2.1
Deep Bay,DM2,2019-07-19,1,Surface Water,2.7,<0.001,18.2,0.09,1.7,0.41,1.3,32.6,9.4,7.9,1.0,5.5,1.9,8.0,0.071,0.094,1.2,1100,550,5.9,83.0,3.2,<0.005,1.6
Deep Bay,DM2,2019-08-02,1,Surface Water,7.4,0.027,26.6,0.14,2.9,2,2.5,26.8,36,8.5,1.0,5.5,4.2,7.4,0.11,0.14,0.76,56000,23000,4.4,56.0,1.9,1.6,1.8
Deep Bay,DM2,2019-09-16,1,Surface Water,6.2,0.009,24.6,0.23,1.83,0.74,1.3,31.0,48,6.7,1.1,13.9,7,7.7,0.13,0.14,0.95,9500,1800,4.8,70.0,3.9,0.21,1.3
Deep Bay,DM2,2019-10-16,1,Surface Water,5.4,0.005,24.1,0.22,1.95,0.72,1.53,27.7,52,5.4,1.0,19.1,4.5,7.5,0.14,0.13,1.1,260,90,5.1,72.0,6.8,0.3,1
Deep Bay,DM2,2019-11-14,1,Surface Water,3,<0.001,4.3,0.12,1.17,0.49,0.69,24.2,9.9,2,1.3,27.5,3.9,8.0,0.064,0.046,0.63,72,31,8.4,117.0,10,0.015,1.2
Deep Bay,DM2,2019-12-14,1,Surface Water,5.6,0.007,37.1,0.13,1.97,0.71,1.47,19.8,47,3.1,1.1,24.7,7.5,8.0,0.096,0.055,1.2,370,150,6.9,88.0,7,0.21,1.1
Deep Bay,DM2,2020-01-11,1,Surface Water,13,0.003,35.8,0.24,1.77,0.53,1.34,21.1,80,4.2,1.2,23.2,6,7.9,0.11,0.04,1.2,200,110,7.2,93.0,10,0.1,1.3
Deep Bay,DM2,2020-04-08,1,Surface Water,4.9,0.004,13.3,0.15,2.45,0.87,2.09,21.6,27,6,1.0,17.8,2.8,7.3,0.13,0.082,1.5,2500,990,5.7,72.0,2.6,0.51,4.9
Deep Bay,DM2,2020-05-08,1,Surface Water,5.8,0.005,37.5,0.18,1.74,0.58,1.27,29.7,52,2.9,1.0,15.3,5.5,7.8,0.11,0.06,1.1,24,17,4.8,69.0,11,0.11,1.4
Deep Bay,DM2,2020-06-11,1,Surface Water,7.2,0.019,42.7,0.27,3.01,1.6,2.34,29.8,48,10,0.8,3.0,5.6,7.4,0.16,0.31,1.1,9600,6100,5.6,75.0,7.1,0.93,2.2
Deep Bay,DM2,2020-07-06,1,Surface Water,6.1,0.006,26.9,0.21,1.58,0.48,1.18,30.9,36,3.2,1.3,8.7,8.1,8.0,0.14,0.1,1,100,39,6.4,90.0,8.7,0.075,1.9
Deep Bay,DM2,2020-09-19,1,Surface Water,5.6,0.009,22.0,0.24,2.05,0.9,1.84,29.2,33,8.8,1.1,14.6,3,7.2,0.13,0.15,1,1600,600,6.0,85.0,3.6,0.69,1.1
Deep Bay,DM2,2020-10-17,1,Surface Water,2.6,0.004,25.9,0.19,1.69,0.79,1.05,26.4,24,4.2,1.0,24.6,3.8,7.8,0.12,0.052,0.85,98,48,6.1,87.0,9.3,0.15,0.7
Deep Bay,DM2,2020-11-16,1,Surface Water,11,0.002,22.2,0.16,1.52,0.58,1.02,24.1,79,1.9,1.0,25.5,5.2,7.6,0.086,0.047,0.89,110,32,6.8,94.0,15,0.085,1.2
Deep Bay,DM2,2021-02-27,1,Surface Water,2.4,<0.001,44.4,0.28,1.19,0.4,0.93,21.7,18,2.8,0.9,20.0,7.5,7.3,0.084,0.047,0.74,240,120,5.7,73.0,5.3,0.14,1.4
Deep Bay,DM2,2021-03-24,1,Surface Water,3.4,0.002,13.3,0.12,1.35,0.49,1.04,21.4,18,5.2,1.3,20.3,<0.2,7.4,0.089,0.043,0.82,160,80,5.7,72.0,8.4,0.18,1.1
Deep Bay,DM2,2021-04-16,1,Surface Water,4.9,0.006,10.7,0.17,1.32,0.94,0.55,24.9,21,4.4,1.3,23.3,8.9,7.9,0.082,0.026,0.35,11,9,5.1,71.0,43,0.17,5.3
Deep Bay,DM2,2021-05-17,1,Surface Water,5.8,0.001,33.0,,,,0.5,31.1,43,0.7,1.2,14.8,5.9,7.5,0.11,0.065,0.39,33,12,5.0,73.0,18,0.041,0.4
Deep Bay,DM2,2021-06-16,1,Surface Water,7.2,0.003,40.5,,,,0.93,30.4,56,3.4,1.0,14.8,1.6,7.3,0.13,0.12,0.66,140,52,4.9,71.0,2.1,0.15,1.4
Deep Bay,DM2,2021-07-15,1,Surface Water,4.3,<0.001,20.8,,,,1.14,32.9,26,7,1.1,12.3,3.8,7.2,0.09,0.14,0.94,49,20,4.4,65.0,4.9,0.056,9
Deep Bay,DM2,2021-08-11,1,Surface Water,4.3,0.006,16.5,,,,2.15,29.8,26,8.5,1.2,9.8,2.4,6.9,0.17,0.18,0.97,6000,3200,5.0,69.0,3,1,1.8
Deep Bay,DM2,2021-09-11,1,Surface Water,7.8,0.005,146.4,,,,2.81,31.2,70,6.5,0.7,18.9,4.7,7.4,0.15,0.14,2.4,56,24,6.6,99.0,3.9,0.27,1.2
Deep Bay,DM2,2021-10-26,1,Surface Water,3.4,0.011,15.1,,,,2.04,25.0,22,5.5,0.9,21.3,3.9,7.6,0.14,0.16,1.3,650,350,6.9,94.0,6.8,0.58,2.2
Deep Bay,DM2,2021-11-05,1,Surface Water,1.3,0.003,14.7,0.22,2.33,0.88,1.74,26.9,6.4,6.3,1.4,24.8,1.3,7.2,0.11,0.15,1.3,61,20,6.6,95.0,6.2,0.29,1
Deep Bay,DM2,2021-12-04,1,Surface Water,2.6,0.001,14.4,0.11,1.24,0.45,0.85,18.2,13,1.2,1.5,26.5,3.2,7.8,0.056,0.048,0.74,65,31,10.1,125.0,19,0.062,2.1
Deep Bay,DM2,2022-01-22,1,Surface Water,7,0.002,31.3,0.23,2.26,0.87,1.67,19.4,53,3.2,1.1,24.0,4.5,7.2,0.12,0.088,1.3,350,100,5.4,67.0,2.2,0.28,0.4
Deep Bay,DM2,2022-02-18,1,Surface Water,3,<0.001,19.7,0.35,2.87,0.37,2.7,18.0,25,1.9,1.3,25.8,4,7.2,0.014,0.2,2.3,45,29,6.6,81.0,2.6,0.2,1.1
Deep Bay,DM2,2022-04-09,1,Surface Water,1.1,0.001,9.4,0.13,0.95,0.37,0.7,23.6,4.7,4.9,1.1,18.5,3.9,7.4,0.071,0.067,0.51,9,3,6.6,86.0,9.2,0.12,0.8
Deep Bay,DM2,2022-05-20,1,Surface Water,4.7,0.011,18.8,0.15,1.96,0.65,1.77,26.1,15,6.2,1.4,13.7,1.4,7.6,0.089,0.11,1.2,200,160,6.2,83.0,3.9,0.46,1.2
Deep Bay,DM2,2022-06-13,1,Surface Water,11,0.043,56.6,0.32,3.59,2.1,2.89,28.3,65,11,0.9,0.4,14,7.6,0.12,0.19,1.3,18000,10000,5.4,69.0,33,1.4,2.7
Deep Bay,DM2,2022-07-15,1,Surface Water,2.8,0.008,21.0,0.17,1.82,0.63,1.24,32.1,18,5.6,1.1,6.9,14,8.3,0.096,0.086,1.1,130,45,7.8,111.0,9.5,0.05,2.5
Deep Bay,DM2,2022-08-12,1,Surface Water,2,0.005,14.8,0.18,2.24,1.1,1.8,27.7,11,8.4,1.3,8.7,3.9,7.1,0.13,0.14,1,12000,5300,6.0,80.0,6,0.66,1.5
Deep Bay,DM2,2022-09-14,1,Surface Water,8,0.002,301.7,0.28,1.39,0.48,1.09,31.2,51,0.96,1.0,19.8,13,7.1,0.11,0.097,0.81,230,40,5.5,83.0,12,0.18,1.6
Deep Bay,DM2,2022-10-13,1,Surface Water,3.4,0.005,384.2,0.23,1.54,0.39,1.34,25.4,25,5.4,1.0,21.8,5,7.7,0.13,0.15,1,240,90,6.1,84.0,10,0.19,0.8
Deep Bay,DM2,2022-11-09,1,Surface Water,2,0.002,114.5,0.2,1.61,0.56,1.45,24.0,11,4.7,1.3,23.1,1.4,6.9,0.11,0.093,0.96,6900,2600,4.9,66.0,7.5,0.4,3.2
Deep Bay,DM2,2022-12-08,1,Surface Water,1.3,0.002,18.3,0.2,1.37,0.49,1.11,19.8,10,4.6,1.5,23.9,3,7.3,0.11,0.085,0.79,310,130,5.8,73.0,2.1,0.23,0.5
Deep Bay,DM3,2015-01-19,1,Surface Water,2.2,0.005,7.1,0.09,1.19,0.63,0.91,17.2,13,2,1.5,27.9,2.1,7.7,0.069,0.053,0.51,170,80,7.2,89.0,3.5,0.35,1.3
Deep Bay,DM3,2015-02-07,1,Surface Water,2.4,0.003,10.1,0.11,1.59,0.79,1.13,16.5,17,3.6,1.5,26.0,2.6,7.6,0.071,0.066,0.73,66,58,6.1,73.0,1.9,0.33,1.1
Deep Bay,DM3,2015-03-05,1,Surface Water,1.6,0.003,8.2,0.11,1.42,0.52,1.16,19.2,12,2.1,0.8,26.0,1.6,7.6,0.061,0.06,0.84,30,12,6.6,84.0,2.6,0.26,0.6
Deep Bay,DM3,2015-04-25,1,Surface Water,1.6,0.005,3.5,0.08,1.27,0.53,0.99,24.7,5.8,1.7,2.0,24.7,1.3,7.7,0.035,0.076,0.66,15,9,4.1,57.0,4.7,0.25,1.1
Deep Bay,DM3,2015-05-09,1,Surface Water,1.7,0.008,6.3,0.09,2.94,0.65,2.56,28.3,7,5.6,1.1,13.4,1.6,7.7,0.052,0.39,1.9,27,8,6.2,86.0,2.5,0.27,0.9
Deep Bay,DM3,2015-06-13,1,Surface Water,7.3,0.006,25.2,0.26,2.51,0.93,1.68,31.0,28,9.6,1.5,8.1,16,7.9,0.095,0.38,1.2,17,3,7.3,103.0,25,0.096,2.8
Deep Bay,DM3,2015-07-18,1,Surface Water,2.2,0.003,8.9,0.14,1.58,0.42,1.3,29.9,13,6.3,0.9,19.1,0.4,7.5,0.091,0.27,0.89,350,100,4.1,60.0,1.4,0.14,0.8
Deep Bay,DM3,2015-08-03,1,Surface Water,2.4,0.002,11.6,0.22,2.04,0.41,1.75,29.4,12,7,0.9,13.5,1.6,7.4,0.082,0.23,1.4,80,65,4.0,56.0,2.1,0.12,0.9
Deep Bay,DM3,2015-09-12,1,Surface Water,0.8,0.005,7.2,0.2,1.66,0.47,1.37,28.8,5.5,5.1,0.7,18.8,3.3,7.6,0.1,0.25,0.94,43,12,4.7,68.0,2.6,0.18,1.7
Deep Bay,DM3,2015-10-10,1,Surface Water,1.5,0.006,4.4,0.18,1.86,0.51,1.51,27.5,4.4,6.1,1.4,15.2,2.5,7.7,0.12,0.39,0.96,41,17,5.1,71.0,4.2,0.16,1.3
Deep Bay,DM3,2015-11-07,1,Surface Water,2.4,0.012,6.9,0.23,1.35,0.72,0.98,26.7,10,3.1,1.0,25.1,0.9,7.8,0.13,0.12,0.51,6,2,5.1,74.0,2.5,0.35,0.7
Deep Bay,DM3,2015-12-05,1,Surface Water,1.2,0.013,7.8,0.19,1.76,0.73,1.59,22.6,11,3.9,0.9,24.5,0.7,7.8,0.13,0.25,0.78,1000,590,5.8,78.0,2.9,0.56,1.1
Deep Bay,DM3,2016-01-11,1,Surface Water,3.3,0.013,6.6,0.17,1.56,0.71,1.18,19.6,20,1.3,1.5,24.1,3.3,8.1,0.085,0.13,0.72,130,95,6.1,77.0,4.7,0.33,0.9
Deep Bay,DM3,2016-02-03,1,Surface Water,0.9,0.004,4.1,0.22,2.28,1.4,1.71,13.8,3,4.3,1.2,19.3,<0.2,7.3,0.11,0.17,0.71,9300,5100,4.9,53.0,1.2,0.83,1.1
Deep Bay,DM3,2016-03-16,1,Surface Water,0.8,0.004,2.6,0.09,1.43,0.57,1.21,16.3,3.7,3.7,2.0,23.0,0.7,7.7,0.07,0.07,0.79,58,39,6.2,73.0,2.7,0.35,1
Deep Bay,DM3,2016-04-13,1,Surface Water,1.2,0.005,5.6,0.1,1.75,0.67,1.57,22.1,7.5,5.4,1.5,15.1,1.6,7.4,0.06,0.15,0.93,1500,900,5.8,72.0,1,0.49,1.3
Deep Bay,DM3,2016-05-12,1,Surface Water,1.6,0.003,4.9,0.14,1.92,0.61,1.66,26.8,7.1,9,1.5,11.0,1.3,7.2,0.13,0.11,1.2,1100,320,4.4,59.0,2.4,0.35,0.8
Deep Bay,DM3,2016-06-03,1,Surface Water,6.8,0.004,21.4,0.17,1.66,0.35,1.42,31.1,39,5,1.0,9.1,13,7.6,0.075,0.11,1.2,70,43,6.1,87.0,7.6,0.11,1.3
Deep Bay,DM3,2016-07-13,1,Surface Water,2.2,0.006,9.6,0.31,2.71,1.5,1.95,29.2,11,9.5,1.5,8.0,2.2,7.0,0.24,0.3,0.91,670,230,5.2,70.0,2.6,0.74,2.6
Deep Bay,DM3,2016-08-03,1,Surface Water,2.2,0.006,11.3,0.2,1.73,0.82,1.4,27.6,12,5.6,1.5,14.4,1.7,7.3,0.12,0.18,0.73,5700,1400,6.7,92.0,3.1,0.49,0.8
Deep Bay,DM3,2016-09-01,1,Surface Water,1.2,0.006,14.1,0.22,1.5,0.58,1.23,29.4,9.6,6,1.5,20.0,1.4,7.4,0.12,0.16,0.76,88,33,5.6,82.0,2.4,0.31,1.3
Deep Bay,DM3,2016-10-08,1,Surface Water,4.2,0.005,4.8,0.2,1.45,0.59,1.26,28.8,10,8.5,1.4,20.6,2.5,7.3,0.16,0.27,0.59,21,5,4.9,71.0,3.3,0.4,1.9
Deep Bay,DM3,2016-11-02,1,Surface Water,1.8,0.002,13.7,0.14,1.47,0.47,1.23,25.9,13,4,1.6,22.6,1.8,7.3,0.098,0.22,0.78,76,41,6.9,96.0,2.5,0.23,0.6
Deep Bay,DM3,2016-12-03,1,Surface Water,1.7,0.013,6.0,0.18,1.58,0.78,1.34,21.2,9.9,4.3,1.0,25.5,1.1,7.8,0.11,0.15,0.65,140,97,6.2,81.0,2.3,0.54,0.7
Deep Bay,DM3,2017-01-07,1,Surface Water,2.6,0.008,4.8,0.17,1.6,0.71,1.37,21.7,8.2,0.86,1.0,24.3,3.1,7.7,0.1,0.12,0.77,26,17,7.2,94.0,5.3,0.48,1.4
Deep Bay,DM3,2017-02-01,1,Surface Water,1.8,0.003,9.2,0.14,1.38,0.55,1.11,19.7,12,3.2,1.5,25.2,3.2,7.6,0.086,0.068,0.76,20,14,6.3,80.0,3.3,0.28,1
Deep Bay,DM3,2017-03-06,1,Surface Water,1.2,0.007,4.4,0.13,1.48,0.61,1.23,20.0,5.8,3,2.0,24.6,4.7,7.8,0.079,0.088,0.78,16,6,8.0,101.0,4.2,0.36,0.9
Deep Bay,DM3,2017-04-08,1,Surface Water,6,0.003,14.7,0.05,1.59,0.31,1.37,23.7,27,3.1,1.6,21.0,11,7.9,0.021,0.08,1.2,8,5,7.2,96.0,34,0.085,2.2
Deep Bay,DM3,2017-05-10,1,Surface Water,3.2,0.008,9.3,0.11,1.51,0.52,1.07,27.7,13,1.5,0.9,18.0,6.1,8.2,0.049,0.086,0.9,180,52,8.9,125.0,16,0.081,2.3
Deep Bay,DM3,2017-06-07,1,Surface Water,2.2,0.007,6.4,0.16,1.65,0.34,1.48,31.6,6.6,6.3,1.5,14.3,2.1,7.7,0.12,0.11,1.2,3,<1,6.2,92.0,4.8,0.17,0.6
Deep Bay,DM3,2017-07-10,1,Surface Water,2.8,0.003,13.3,0.15,2.16,0.46,1.93,28.6,15,9.8,1.5,7.0,4.6,7.2,0.1,0.3,1.4,990,470,5.9,79.0,2.1,0.23,1
Deep Bay,DM3,2017-08-11,1,Surface Water,2.8,0.002,10.9,0.13,1.63,0.3,1.4,30.9,17,2.7,1.5,12.5,1.8,7.6,0.086,0.4,0.93,66,30,5.7,82.0,9.8,0.07,1.2
Deep Bay,DM3,2017-09-08,1,Surface Water,1.4,0.002,9.2,0.15,1.62,0.39,1.42,28.7,14,7,1.2,14.5,<0.2,7.1,0.1,0.4,0.83,500,130,3.7,52.0,2.1,0.19,1.9
Deep Bay,DM3,2017-10-06,1,Surface Water,1.3,0.002,7.5,0.11,1.15,0.27,0.99,30.2,8,4.5,1.5,20.1,1.3,7.5,0.094,0.19,0.69,2,<1,5.1,75.0,1.9,0.11,0.5
Deep Bay,DM3,2017-11-06,1,Surface Water,1.8,0.002,14.4,0.12,1.07,0.57,0.61,23.7,13,1.1,1.5,28.6,2.3,7.6,0.084,0.071,0.43,140,73,6.2,86.0,2.5,0.11,<0.1
Deep Bay,DM3,2017-12-04,1,Surface Water,1.2,0.003,5.2,0.12,1.26,0.6,0.89,22.3,9.8,2.2,1.5,29.2,1.2,7.5,0.097,0.077,0.58,4,1,6.0,82.0,4,0.23,1.2
Deep Bay,DM3,2018-01-03,1,Surface Water,5.5,0.003,8.6,0.08,1.2,0.2,1.17,19.2,16,2.3,1.5,27.8,3.7,7.7,0.064,0.076,0.92,42,24,7.7,98.0,5.7,0.17,1
Deep Bay,DM3,2018-02-22,1,Surface Water,2.6,<0.001,6.7,0.08,1.11,0.32,0.94,18.7,17,2.1,1.4,27.9,2.3,7.2,0.066,0.038,0.75,7,3,6.2,78.0,1.4,0.15,0.8
Deep Bay,DM3,2018-03-01,1,Surface Water,1.2,<0.001,7.5,0.1,1.33,0.33,1.15,20.6,8.6,2.5,1.0,26.5,2.8,7.2,0.064,0.035,0.96,6,1,5.7,74.0,1.7,0.15,0.8
Deep Bay,DM3,2018-04-11,1,Surface Water,2.2,0.002,21.9,0.09,1.3,0.4,0.99,25.2,9.2,2.3,1.5,24.0,5.3,7.6,0.038,0.045,0.85,5,3,6.2,87.0,7,0.098,3.4
Deep Bay,DM3,2018-05-09,1,Surface Water,4,0.005,7.0,0.09,1.95,0.54,1.63,27.3,16,1,2.0,18.0,3.6,7.6,0.045,0.11,1.3,900,370,6.7,93.0,5.2,0.22,1.2
Deep Bay,DM3,2018-06-15,1,Surface Water,4.2,0.002,6.9,0.1,1.68,0.39,1.51,29.0,20,4.5,1.4,14.8,0.7,7.1,0.091,0.48,0.81,430,100,4.2,60.0,1.8,0.22,1
Deep Bay,DM3,2018-07-04,1,Surface Water,6.6,<0.001,21.5,0.16,2.1,0.33,1.78,30.1,31,9.8,1.2,10.0,1.2,7.4,0.16,0.47,1.3,110,46,5.4,76.0,2.2,<0.005,0.8
